companyName	companyMajor	companyWorkAuth	companyPositionType	companyDetailLink	companyDetailLink-href	companyDetailDescription	companyDetailIndustry	companyDetailAddress	companyDetailWebsite	companyDetailWebsite-href	topCareerFair	topCareerFair-href	showAllLink	showAllLink-href
ArcelorMittal USA	"Chemical Engineering, Civil Engineering, Computer Science, Mechanical Engineering, Software Engineering"	"US Citizen, Permanent Resident"	"Full Time, Internship/Externship"	ArcelorMittal USA	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=56569f7c82e0ccb8d41068c8bea2b2c4&cf=9dbea93e9053cace2b29b3702513bce3&cfc=694510576a0197dcc2118cd41162bae0&sss=	"ArcelorMittal is the world's leading steel and mining company. Guided by a philosophy to produce safe, sustainable steel, it is the leading supplier of quality steel products in all major markets including automotive, construction, household appliances and packaging. ArcelorMittal operates in 60 countries and employs about 232,000 people worldwide."	Manufacturing	null	Website	http://www.workforarcelormittal.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
"Autocar Truck, LLC"		"US Citizen, Permanent Resident"	Full Time	"Autocar Truck, LLC"	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=1a72a0de4a4d605a95e4850010b527a6&cf=6050807a29d692864b60d516516e7530&cfc=694510576a0197dcc2118cd41162bae0&sss=	"At Autocar®, building trucks and designing the best tools in the industry isn’t just what we do - it’s our way of life. We could say a lot of fancy things about our research and technology. We could talk about our experience. We could tell you about our customer service. It’s probably what you’re expecting - but you’ll find all that on our other pages. We’re not here to rest on our laurels. To truly understand Autocar, all you need to know is that we’re 100% niche application-focused because we know you are, too."	Automotive	null	Website	http://www.autocartruck.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
John Crane	Mechanical Engineering	US Citizen	Full Time	John Crane	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=0dcf9831f65ec5764880f31735ceef10&cf=33e290d9a10af12949bd4a3890c9828a&cfc=694510576a0197dcc2118cd41162bae0&sss=	"John Crane is a division of Smiths Group, a global technology business. We design and manufacture seals and associated products mainly for the oil & gas, chemical, pharma, pulp & paper and mining sectors. Our organization was established over 90 years ago and has since become the acknowledged global leader in the field. We provide everything from engineered mechanical seals to an expanding range of engineered bearings, filtrations systems and power transmission couplings. The John Crane business has 20 manufacturing sites and more than 6,600 employees located in 50 countries"	Manufacturing	null	Website	http://www.johncrane.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Indiana Legislative Services Agency	"Computer Engineering, Computer Science, Software Engineering"	"US Citizen, Permanent Resident"	"Full Time, Part Time, Internship/Externship"	Indiana Legislative Services Agency	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=a002e3792c29fa874d1cf899419fdc24&cf=e486d307464f4a52969e9c41e9a5be93&cfc=694510576a0197dcc2118cd41162bae0&sss=	"The Legislative Services Agency (LSA) provides members of the Indiana General Assembly with nonpartisan, objective legal support, fiscal analysis, and technology services."	Government	null	Website	http://iga.in.gov/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Bastian Solutions	"Computer Engineering, Electrical and Computer Engineering, Engineering Management-GR Only, Mechanical Engineering"	US Citizen	Full Time	Bastian Solutions	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=f94138b239996806b0d9a22df8501380&cf=b6cbee0566d85508ea2efa59626603fa&cfc=694510576a0197dcc2118cd41162bae0&sss=	"We are an innovative material handling system integrator dedicated to helping our customers increase their productivity. Our highly-trained engineers are experts in areas such as conveyor systems design, industrial robots, e-fulfillment, material handling, rack systems, warehouse consulting, warehouse management system (WMS) and more. We are a total solutions provider offering innovative turnkey systems."	"Computer Science/Software Engineering, Consulting, Engineering - Computer, Engineering - Electrical, Engineering - Mechanical, Supply Chain"	null	Website	http://www.bastiansolutions.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Enova		"US Citizen, Permanent Resident, H-1 Visa, F-1 Student Visa, J-1 Student Visa"	"Full Time, Internship/Externship"	Enova	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=e4a8f68721dcfe2a5f0d527b9988ed65&cf=537e2d6922db9a773cd6c4eeb8042728&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Enova is a multinational company based in the U.S. that uses technology to develop innovative financial products and services for individuals and businesses. We have unique technology, analytics and customer service capabilities that let us rapidly evaluate new data sources to offer consumers the right amount of credit when and how they want it."	Computer Science/Software Engineering	null	Website	http://www.enova.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Roche Diagnostics	"Biochemistry, Biomedical Engineering, Chemical Engineering, Electrical Engineering, Mechanical Engineering"	US Citizen	Internship/Externship	Roche Diagnostics	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=d0edf8f9572e5a545db259b0fe777f08&cf=e9e1204adb620b9eb9a74bfc001729f1&cfc=694510576a0197dcc2118cd41162bae0&sss=	"As a global leader in healthcare, Roche Diagnostics offers a broad portfolio of tools that help healthcare providers in the prevention, diagnosis and management of diseases like HPV, HIV, heart failure and diabetes, as well as other medical conditions, such as fertility and blood coagulation. These products and services are used by researchers, physicians, patients, hospitals and laboratories worldwide to help improve people's lives."	Biology	null	Website	http://www.roche.com/careers/usa.htm	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Green Hills Software	"Computational Science, Computer Engineering, Computer Science, Electrical and Computer Engineering, Electrical Engineering, Software Engineering"		Full Time	Green Hills Software	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=6f7f5dd3ddcb19bdf836d166d7aa36ec&cf=bd2e9ecc28828e869cb4ba62575fe73b&cfc=694510576a0197dcc2118cd41162bae0&sss=	"The world is built with Green Hills Software, from secure cell phones to airliner flight systems. Green Hills Software is the leading provider of software tools and operating systems used to build high-reliability systems that millions of people depend on every day. When you drive a car, send a message, print an article, or board a plane, you rely on our products.



We solve the world's toughest software problems. Our operating systems never fail and can't be hacked. Our compilers produce the highest-performance code. With our debugger, programmers solve bugs in hours or minutes that otherwise take days or weeks. Our hiring process is intense and selective, resulting in small elite teams of top engineers who can change the world."	Engineering - Computer	null	Website	http://www.ghs.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Cooper Tire & Rubber	"Chemical Engineering, Computer Science, Mechanical Engineering"	US Citizen	Co-op	Cooper Tire & Rubber	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=c6784bdc42f322c93fb3de4c90ab4fb4&cf=a420260bb0b8e26dc34e7f852afd2c6d&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Cooper Tire & Rubber Company is the parent company of a global family of companies that specializes in the design, manufacture, marketing, and sales of passenger car and light truck tires. The beginning of Cooper Tire dates back to 1914, nearly a century of growth. Today Cooper Tire is truly global, boasting more than 65 manufacturing, sales, distribution, technical and design facilities located around the world."	Manufacturing	null	Website	http://www.coopertirecareers.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
CN		US Citizen	Full Time	CN	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=6cefd2754ab075659ea3bd94f3cbcb5a&cf=33e436a2e12a103090d2242c1b6141dc&cfc=694510576a0197dcc2118cd41162bae0&sss=	"CN is North America's railroad.  With operations that extend east-west across Canada and north-south through the US, we are well positioned to capitalize on NAFTA and offer seamless service to our shipper clients.  Our Southern Region extends north-south from Winnipeg, Manitoba in Canada to New Orleans, Louisiana and east-west from Pittsburg to Omaha, and comprises approximately 7,000 employees and 12,400 miles of track.  Principle commodities include grain and grain products, auto parts and finished automobiles, intermodal, iron and steel, chemicals, forest products and coal.  We focus our business thinking around five core principles: service, cost control, asset utilization, safety and people.  We hope to make you a member of our valued team."	Transportation	null	Website	http://www.cn.ca/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Textron Aviation	"Computer Engineering, Computer Science, Economics, Electrical Engineering, Mechanical Engineering"	"US Citizen, Permanent Resident"	"Full Time, Co-op, Internship/Externship"	Textron Aviation	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=9a4c7561132234732064e8f2f3a64a21&cf=a1c88b0e0c600d20103d0d91d49c2f4a&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Textron Aviation is the leading general aviation authority and home to the iconic Beechcraft, Cessna and Hawker brands which account for more than half of all general aviation aircraft flying. Textron Aviation includes the businesses of Cessna Aircraft Company and Beechcraft Corporation, bringing together decades of unmatched experience in designing, building and supporting airplanes. It provides the most versatile and comprehensive general aviation product portfolio in the world through five principle lines of business: business jets, general aviation and special mission turboprop aircraft, high performance piston aircraft, military trainer and defense aircraft, and a complete global customer service organization. Textron Aviation is headquartered in Wichita, Kansas."	Aviation/Aerospace	null	Website	http://www.cessna.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
